CodPessoa,theta,enem_score,acertos,total_itens
8739042,-0.52,448,20,45
8739100,-1.051,395,12,45
8739316,-0.918,408,17,45
8739317,0.405,541,33,45
8739477,-1.123,388,16,45
8739577,-1.292,371,16,45
8739765,-0.914,409,13,45
8740017,-0.762,424,17,45
8740058,-1.298,370,11,45
8740218,-0.827,417,19,45
8740284,-1.949,305,10,45
8740571,-1.253,375,12,45
8740975,-2.082,292,8,45
8741215,-1.483,352,12,45
8741219,-0.318,468,23,45
8741241,0.669,567,36,45
8741271,0.473,547,34,45
8741275,0.485,548,34,45
8741367,-0.513,449,15,45
8741369,0.669,567,36,45
8741434,0.669,567,36,45
8741447,0.641,564,34,45
8741451,0.669,567,36,45
8741697,-0.501,450,26,45
8741869,-1.084,392,16,45
8741875,0.669,567,36,45
8741919,-1.252,375,13,45
8742530,-1.263,374,11,45
8743028,-0.092,491,19,45
8743197,-1.397,360,12,45
8743204,-0.001,500,20,45
8743219,-0.419,458,19,45
8743560,-4.0,100,2,45
8743640,-0.465,453,22,45
8743742,-1.783,322,12,45
8743945,-0.785,421,13,45
8744098,-2.923,208,10,45
8744132,-1.548,345,11,45
8744266,-1.25,375,14,45
8744323,-1.598,340,14,45
8744457,0.311,531,33,45
8744599,-1.447,355,13,45
8744696,-1.186,381,11,45
8744719,-0.743,426,16,45
8744888,-1.704,330,9,45
8744901,-1.141,386,14,45
8744997,-1.201,380,15,45
8745062,-0.128,487,28,45
8745107,-2.292,271,12,45
8745110,0.094,509,29,45
8745137,-0.958,404,12,45
8745168,2.781,778,37,45
8745210,-1.425,357,10,45
8745429,0.559,556,30,45
8745447,-0.778,422,18,45
8745478,-1.86,314,12,45
8745930,-1.157,384,14,45
8745931,-1.491,351,12,45
8745935,-1.083,392,11,45
8745968,-1.709,329,9,45
8745970,-1.389,361,12,45
8745989,0.925,592,31,45
8746027,-1.061,394,12,45
8746046,-1.262,374,12,45
8746095,-1.201,380,10,45
8746118,-0.375,463,25,45
8746183,-1.114,389,13,45
8746211,0.925,592,31,45
8746273,-1.043,396,13,45
8746291,-0.922,408,13,45
8746311,-0.954,405,18,45
8746345,-0.4,460,17,45
8746386,-0.637,436,21,45
8746426,0.506,551,30,45
8746481,-2.326,267,8,45
8746645,-1.351,365,13,45
8746648,-1.292,371,14,45
8746657,-0.721,428,18,45
8746674,0.582,558,31,45
8746678,-0.865,413,17,45
8746681,-1.375,363,13,45
8746793,-1.11,389,17,45
8747059,0.373,537,32,45
8747113,0.503,550,27,45
8747215,-1.077,392,14,45
8747283,-0.981,402,13,45
8747294,-0.684,432,16,45
8747308,-1.115,388,12,45
8747315,-1.087,391,13,45
8747325,-1.025,398,13,45
8747347,-1.231,377,8,45
8747422,0.727,573,33,45
8747471,-1.484,352,9,45
8747487,-4.0,100,0,45
8747502,-1.036,396,14,45
8747665,-0.69,431,17,45
8747837,-1.282,372,12,45
8747850,-1.937,306,10,45
8747969,-1.508,349,11,45
8748056,0.669,567,36,45
8748434,-0.583,442,21,45
8748436,-0.68,432,16,45
8748497,-1.182,382,12,45
8748688,-0.291,471,24,45
8750130,-0.308,469,20,45
8750406,-1.361,364,13,45
8751131,-1.188,381,14,45
8751135,-0.906,409,16,45
8751143,0.41,541,32,45
8751419,0.418,542,28,45
8751497,-1.952,305,10,45
8752309,-1.404,360,12,45
8752327,-1.4,360,8,45
8752330,-1.082,392,15,45
8752333,-0.507,449,13,45
8752336,-0.614,439,21,45
8752337,-1.657,334,12,45
8752352,-0.858,414,15,45
8752360,0.563,556,35,45
8752362,-2.084,292,9,45
8752382,-0.022,498,22,45
8752384,-1.519,348,9,45
8752385,-1.754,325,9,45
8752393,0.563,556,35,45
8752399,-0.466,453,23,45
8752400,-0.856,414,18,45
8752403,-1.371,363,9,45
8752408,-1.281,372,14,45
8752409,-1.096,390,15,45
8752430,-0.993,401,14,45
8752436,-1.256,374,14,45
8752437,-1.139,386,16,45
8753221,-0.864,414,14,45
8753415,0.526,553,31,45
8753609,-0.725,427,13,45
8754268,-1.08,392,14,45
8754414,-0.969,403,15,45
8754434,0.377,538,30,45
8754475,-1.425,358,12,45
8754736,-0.933,407,14,45
8754933,-1.312,369,12,45
8754941,-1.188,381,12,45
8755708,-1.327,367,11,45
8755748,0.246,525,27,45
8755780,-0.692,431,15,45
8755879,0.387,539,33,45
8755880,0.537,554,33,45
8756190,-0.578,442,22,45
8756604,-0.09,491,28,45
8756753,-0.71,429,20,45
8756817,0.554,555,37,45
8756889,-1.115,389,17,45
8757016,0.144,514,17,45
8757245,-0.89,411,13,45
8757257,-1.226,377,15,45
8757384,-4.0,100,2,45
8757411,-1.281,372,10,45
8757417,0.409,541,35,45
8757448,-1.404,360,13,45
8757597,-1.336,366,13,45
8757779,-0.608,439,24,45
8757787,-1.19,381,16,45
8757852,-0.654,435,23,45
8757902,-4.0,100,0,45
8758381,-2.328,267,10,45
8758384,-1.995,300,7,45
8758421,-1.178,382,15,45
8758426,-1.229,377,16,45
8758548,-0.38,462,21,45
8758608,0.353,535,33,45
8758610,-1.432,357,11,45
8758618,-0.783,422,22,45
8758639,-1.149,385,12,45
8758917,-1.023,398,13,45
8759162,-1.179,382,13,45
8759176,-0.972,403,19,45
8759188,-1.022,398,15,45
8759324,0.26,526,31,45
8759765,-0.572,443,24,45
8760386,-0.347,465,19,45
8760412,-0.649,435,17,45
8760558,-1.098,390,15,45
8760686,-1.122,388,13,45
8760696,0.367,537,29,45
8760701,-0.724,428,14,45
8760702,-0.049,495,24,45
8760725,-1.137,386,14,45
8760748,0.348,535,28,45
8760780,-0.851,415,16,45
8760788,0.006,501,26,45
8760805,-1.207,379,9,45
8760829,-1.712,329,12,45
8760844,-2.14,286,10,45
8760854,-1.188,381,13,45
8760876,-0.545,446,16,45
8760886,-1.104,390,17,45
8760914,-1.242,376,12,45
8760928,-0.212,479,16,45
8760938,-0.759,424,17,45
8760952,-1.083,392,15,45
8760968,-1.038,396,12,45
8760976,-1.3,370,11,45
8761222,-1.792,321,12,45
8761273,-0.426,457,22,45
8761291,-0.435,457,22,45
8761296,0.409,541,35,45
8761340,-0.807,419,18,45
8761626,-1.204,380,12,45
8761720,-1.434,357,12,45
8761762,-1.125,388,16,45
8761927,-2.236,276,11,45
8761950,-0.991,401,21,45
8762033,-0.922,408,14,45
8762191,-0.89,411,16,45
8762376,-0.956,404,17,45
8762463,-1.291,371,12,45
8762464,-1.013,399,18,45
8762671,0.385,539,30,45
8762778,-0.62,438,21,45
8762844,-0.658,434,21,45
8762939,-1.362,364,14,45
8762948,-0.537,446,16,45
8762962,-1.28,372,13,45
8763073,-1.488,351,13,45
8763199,-4.0,100,0,45
8763434,-1.237,376,13,45
8763591,-1.143,386,15,45
8763645,-0.711,429,18,45
8763702,0.215,521,30,45
8763746,-4.0,100,0,45
8764034,-0.383,462,26,45
8764063,-1.285,371,12,45
8765949,0.258,526,26,45
8770484,0.442,544,27,45
8872864,-0.664,434,19,45
8938952,-1.136,386,14,45
8938954,-1.199,380,14,45
8938955,-1.321,368,14,45
8938956,-1.273,373,14,45
8939008,-1.335,367,12,45
8939193,-0.845,416,20,45
8939437,-0.298,470,22,45
8939602,0.399,540,21,45
8939629,-1.353,365,12,45
8939722,-1.187,381,12,45
8939736,0.744,574,32,45
8939774,-0.68,432,22,45
8939847,-1.156,384,15,45
8940028,-1.372,363,15,45
8942779,2.555,756,35,45
8943233,-2.145,285,12,45
8943235,-1.1,390,16,45
8943236,-1.164,384,13,45
8943467,-1.258,374,13,45
8945369,0.565,557,36,45
8946613,-1.095,390,16,45
8947092,-1.589,341,9,45
8947164,-1.304,370,13,45
8947381,-1.217,378,15,45
8947384,-1.124,388,15,45
8947386,-1.151,385,13,45
8947391,-4.0,100,4,45
8947396,-1.692,331,10,45
8947404,-3.581,142,4,45
8947407,-1.043,396,13,45
8947416,-1.135,386,13,45
8947417,-1.738,326,8,45
8947419,-0.57,443,19,45
8947431,-0.746,425,18,45
8947767,-2.101,290,9,45
8947771,-1.412,359,14,45
8947775,-1.479,352,11,45
8947780,-0.928,407,16,45
8947782,0.347,535,30,45
8947785,-0.222,478,17,45
8947790,-1.186,381,12,45
8947802,-0.81,419,21,45
8947806,-1.345,366,13,45
8947939,0.271,527,27,45
8947943,-0.782,422,17,45
8947954,-1.254,375,11,45
8948400,-0.697,430,17,45
8948430,-0.934,407,16,45
8948433,0.472,547,25,45
8948439,-0.724,428,15,45
8948442,-0.655,435,19,45
8948443,-1.291,371,13,45
8948450,-1.467,353,11,45
8948451,-1.051,395,13,45
8948453,-1.442,356,10,45
8948456,-1.179,382,13,45
8948457,-1.144,386,15,45
8948459,-1.343,366,14,45
8948470,-0.308,469,16,45
8948471,-0.984,402,13,45
8948472,0.108,511,21,45
8948473,-0.79,421,18,45
8948474,-0.704,430,19,45
8948475,-0.771,423,16,45
8948477,-1.087,391,13,45
8948478,-1.363,364,14,45
8948488,-0.93,407,15,45
8948490,-1.248,375,11,45
8948491,-1.24,376,14,45
8948497,-0.477,452,17,45
8948499,-0.968,403,17,45
8948500,-1.265,374,14,45
8948503,-0.507,449,15,45
8948504,-1.235,376,12,45
8948506,-0.316,468,19,45
8948509,-0.611,439,22,45
8948510,-1.136,386,17,45
8948512,-0.541,446,14,45
8948516,-1.17,383,14,45
8948517,-0.191,481,26,45
8948518,0.348,535,27,45
8948521,-0.447,455,17,45
8948522,-1.267,373,14,45
8948524,-1.335,367,13,45
8948530,-1.128,387,16,45
8948532,-0.46,454,18,45
8948534,-1.027,397,20,45
8949677,-1.444,356,13,45
8949681,-1.313,369,10,45
8949684,-1.129,387,13,45
8949687,-1.208,379,11,45
8949688,-1.205,380,16,45
8949689,-1.591,341,9,45
8949692,-1.42,358,14,45
8949694,-1.616,338,10,45
8949695,-0.811,419,17,45
8949697,0.156,516,29,45
8949699,-0.859,414,15,45
8949700,-1.061,394,14,45
8949701,-0.83,417,17,45
8949702,-0.961,404,16,45
8949705,-1.229,377,14,45
8949706,-0.782,422,16,45
8949707,-0.931,407,14,45
8949754,-1.415,358,9,45
8949756,-0.507,449,22,45
8950512,0.375,537,32,45
8950516,-0.435,456,25,45
8950521,-0.767,423,18,45
8950522,2.38,738,35,45
8950526,-0.061,494,26,45
8950527,-0.193,481,18,45
8950530,-0.72,428,19,45
8950532,-1.118,388,16,45
8950533,-0.712,429,19,45
8951676,-1.829,317,7,45
8952350,-0.983,402,14,45
8952352,-1.002,400,15,45
8952363,-1.584,342,12,45
8952369,-1.257,374,13,45
8952370,0.365,536,27,45
8952371,-0.689,431,20,45
8952376,-0.544,446,21,45
8952384,0.358,536,25,45
8952385,-1.191,381,17,45
8952388,-1.418,358,12,45
8952698,-0.595,441,19,45
8952725,-0.899,410,14,45
8952730,-0.346,465,20,45
8952769,-0.94,406,17,45
8952771,-0.081,492,23,45
8952784,-0.242,476,21,45
8952786,0.168,517,22,45
8952818,0.143,514,24,45
8952824,-0.562,444,22,45
8952883,-0.249,475,24,45
8952900,-0.536,446,18,45
8952921,-0.505,449,23,45
8952926,-0.965,403,17,45
8952962,-1.268,373,15,45
8954196,-0.578,442,19,45
8954310,-1.274,373,14,45
8954468,-1.115,388,15,45
8954709,-0.956,404,16,45
8954725,-0.531,447,22,45
8955066,-1.55,345,10,45
8955067,-0.882,412,21,45
8955068,-2.335,266,8,45
8955069,-0.784,422,17,45
8955070,-0.809,419,18,45
8955080,-1.337,366,12,45
8955092,-1.218,378,15,45
8955099,-1.015,398,15,45
8955105,-1.298,370,14,45
8955107,-0.923,408,20,45
8955122,-0.836,416,14,45
8955123,-0.731,427,18,45
8955125,-2.329,267,7,45
8955127,-1.875,312,9,45
8955129,-0.954,405,15,45
8955130,-2.3,270,7,45
8955133,-1.342,366,12,45
8955408,0.232,523,30,45
8955465,-1.453,355,10,45
8955570,0.318,532,31,45
8955683,0.661,566,35,45
8955895,-1.79,321,11,45
8955973,-1.251,375,15,45
8955982,-1.283,372,11,45
8956061,2.059,706,37,45
8956195,-0.377,462,28,45
8956198,0.392,539,33,45
8956202,-0.626,437,25,45
8956421,-0.955,405,14,45
8956445,-0.936,406,14,45
8956641,-0.756,424,16,45
8956656,0.397,540,34,45
8956734,0.526,553,33,45
8956736,0.552,555,36,45
8956747,-0.771,423,19,45
8956767,-0.664,434,25,45
8956775,-1.333,367,13,45
8956781,-1.707,329,9,45
8956783,0.372,537,36,45
8956785,-0.357,464,24,45
8956786,-1.347,365,12,45
8956797,-4.0,100,0,45
8956946,-1.379,362,13,45
8957203,-1.13,387,15,45
8957324,-1.274,373,12,45
8957377,2.013,701,38,45
8957488,0.25,525,26,45
8957495,-1.435,356,14,45
8957554,0.04,504,24,45
8957618,-1.571,343,10,45
8957698,-0.59,441,20,45
8957699,-0.934,407,17,45
8957710,-0.392,461,27,45
8957718,0.352,535,35,45
8957816,-1.036,396,17,45
8957869,0.578,558,31,45
8958004,-0.176,482,18,45
8958039,-0.983,402,15,45
8958122,0.356,536,33,45
8958125,-1.678,332,12,45
8958433,2.195,720,36,45
8958551,-2.082,292,10,45
8958565,-0.292,471,21,45
8958719,-1.214,379,14,45
8958725,-0.507,449,23,45
8958745,0.552,555,33,45
8958754,-2.997,200,6,45
8958789,-1.06,394,12,45
8958915,-1.594,341,11,45
8958963,-0.437,456,16,45
8958993,0.513,551,31,45
8958995,-1.311,369,12,45
8959020,-1.101,390,12,45
8959027,-1.689,331,12,45
8959322,0.494,549,33,45
8959329,0.669,567,36,45
8959416,0.23,523,29,45
8959535,-1.163,384,13,45
8959563,-1.331,367,13,45
8959637,-1.369,363,14,45
8959644,-0.03,497,21,45
8959707,-1.128,387,18,45
8959807,-1.562,344,11,45
8959813,-1.689,331,12,45
8959839,-1.31,369,16,45
8959847,-1.319,368,12,45
8959890,-1.122,388,11,45
8959931,-1.128,387,16,45
8959936,-0.888,411,19,45
8959956,-1.189,381,13,45
8960000,-0.202,480,25,45
8960010,-0.847,415,20,45
8960290,-0.775,423,17,45
8960302,0.038,504,25,45
8960445,-1.282,372,14,45
8960449,-0.825,418,21,45
8960653,-0.465,453,19,45
8960808,-1.108,389,13,45
8960852,-0.872,413,12,45
8960869,-2.028,297,10,45
8960887,-1.139,386,14,45
8960998,-1.727,327,10,45
8961118,-0.403,460,15,45
8961174,0.046,505,21,45
8961267,-0.712,429,19,45
8961385,-0.331,467,26,45
8961420,-0.419,458,21,45
8961610,0.433,543,30,45
8961643,-1.015,398,10,45
8961782,-1.878,312,10,45
8961914,-0.741,426,15,45
8961915,-0.114,489,15,45
8961919,-1.537,346,11,45
8962009,0.394,539,28,45
8962046,-0.257,474,20,45
8962054,-1.003,400,12,45
8962066,-1.379,362,8,45
8962120,-4.0,100,0,45
8962235,-0.989,401,13,45
8962330,0.17,517,22,45
8962337,0.033,503,26,45
8962340,-1.028,397,15,45
8962347,0.513,551,22,45
8962349,-1.052,395,14,45
8962406,-0.254,475,27,45
8962444,-1.589,341,11,45
8962460,-0.213,479,23,45
8962542,-1.445,355,11,45
9004546,-0.396,460,22,45
9012429,-0.844,416,21,45
9021783,-0.92,408,20,45
9023119,2.985,798,39,45
9025128,0.229,523,34,45
9026436,-1.613,339,11,45
9031477,0.387,539,30,45
9032132,-0.849,415,19,45
9046870,-0.721,428,19,45
9046872,-0.526,447,21,45
9046876,-1.315,369,15,45
9046945,-0.826,417,18,45
9046970,0.251,525,29,45
9046973,-0.59,441,18,45
9046975,0.403,540,33,45
9046976,-0.4,460,20,45
9046977,-1.249,375,14,45
9046978,0.316,532,34,45
9046979,-0.347,465,27,45
9046980,-0.372,463,28,45
9047000,0.095,510,23,45
9047001,0.567,557,36,45
9047017,-0.494,451,20,45
9047052,-1.454,355,12,45
9047074,0.352,535,23,45
9047075,-1.212,379,12,45
9047089,-0.174,483,22,45
9047168,-1.014,399,14,45
9047177,-1.291,371,14,45
9047193,-1.284,372,16,45
9047195,-0.754,425,15,45
9047231,-1.117,388,17,45
9047234,-1.033,397,12,45
9047236,-2.042,296,10,45
9047261,-1.189,381,10,45
9047268,-0.922,408,15,45
9047275,0.271,527,29,45
9047276,-1.011,399,13,45
9047324,-1.179,382,15,45
9047419,-0.983,402,15,45
9047436,0.568,557,25,45
9047444,0.408,541,31,45
9047452,-1.458,354,14,45
9047920,4.0,900,39,45
9048127,2.37,737,37,45
9048129,-0.377,462,22,45
9048137,-1.055,394,16,45
9048138,0.448,545,33,45
9048140,4.0,900,39,45
9048141,4.0,900,39,45
9048142,0.52,552,30,45
9048968,0.546,555,29,45
9049244,-1.201,380,9,45
9049933,-0.817,418,13,45
9050055,-0.333,467,23,45
9050056,0.421,542,33,45
9050058,0.57,557,36,45
9050059,0.06,506,25,45
9050062,0.903,590,37,45
9050065,0.901,590,35,45
9050066,0.667,567,35,45
9050067,0.484,548,34,45
9050068,0.729,573,38,45
9050071,-1.465,353,14,45
9050072,0.57,557,36,45
9050074,0.555,556,33,45
9050075,0.886,589,35,45
9050080,0.635,564,33,45
9050081,0.46,546,28,45
9050083,0.272,527,32,45
9050084,-0.787,421,18,45
9050086,-2.349,265,9,45
9050088,-0.789,421,19,45
9050093,0.555,556,34,45
9050096,0.312,531,16,45
9050758,-1.399,360,14,45
9050767,-0.707,429,15,45
9050857,-1.569,343,10,45
9050858,-0.996,400,16,45
9050860,-0.977,402,15,45
9050863,0.49,549,34,45
9050864,-1.009,399,17,45
9050866,-0.144,486,23,45
9050868,0.316,532,24,45
9050871,-0.544,446,19,45
9050872,-0.296,470,27,45
9050874,-0.367,463,21,45
9050875,-0.767,423,14,45
9051006,0.448,545,33,45
9051023,-0.564,444,19,45
9051026,-1.973,303,11,45
9051102,-1.348,365,14,45
9051274,-0.68,432,13,45
9051287,-1.305,369,15,45
9051288,-1.549,345,14,45
9051289,-0.649,435,21,45
9051290,-0.607,439,19,45
9051291,-0.644,436,20,45
9051299,-0.884,412,13,45
9051321,-1.853,315,10,45
9051322,-1.533,347,11,45
9051323,-1.386,361,14,45
9051335,-1.678,332,11,45
9051338,-1.309,369,13,45
9051339,-0.16,484,19,45
9051340,-0.988,401,12,45
9051342,-1.761,324,10,45
9051373,-1.175,382,15,45
9051471,-0.879,412,16,45
9051475,-1.636,336,12,45
9051476,-0.747,425,16,45
9051478,-0.376,462,26,45
9051479,-1.001,400,14,45
9051480,-1.205,380,17,45
9051481,-1.7,330,12,45
9051482,-0.767,423,17,45
9051484,-0.171,483,21,45
9051492,-1.094,391,18,45
9051495,-0.672,433,22,45
9051498,-1.534,347,13,45
9051506,-0.772,423,16,45
9051507,-0.601,440,16,45
9051508,-0.088,491,23,45
9051518,-0.185,481,17,45
9051550,-0.974,403,16,45
9051588,-1.18,382,10,45
9051601,-0.998,400,15,45
9051732,0.585,558,36,45
9051733,-0.642,436,23,45
9051734,-0.351,465,21,45
9051742,0.919,592,37,45
9051833,-0.758,424,22,45
9051873,-0.746,425,14,45
9051912,-1.328,367,11,45
9051951,-0.288,471,20,45
9051964,-0.857,414,19,45
9051969,-3.192,181,5,45
9051971,-1.219,378,15,45
9051972,-1.455,354,10,45
9051983,-1.522,348,11,45
9051987,-0.639,436,22,45
9051989,-0.475,452,25,45
9051991,-1.062,394,13,45
9051993,-0.432,457,18,45
9051994,-1.106,389,18,45
9051995,-0.882,412,18,45
9051996,-0.232,477,18,45
9052005,-1.136,386,11,45
9052006,-0.489,451,20,45
9052011,-1.324,368,9,45
9052012,-2.018,298,7,45
9052013,-0.851,415,17,45
9052014,-0.776,422,17,45
9052016,-0.56,444,20,45
9052024,-1.6,340,9,45
9052026,-0.604,440,18,45
9052030,-1.564,344,12,45
9052032,-0.099,490,18,45
9052033,0.513,551,28,45
9052035,-0.998,400,16,45
9052036,0.795,580,33,45
9052042,-0.993,401,19,45
9052046,-0.394,461,22,45
9052047,-1.102,390,12,45
9052107,-0.114,489,26,45
9052108,-0.565,443,18,45
9052110,0.109,511,23,45
9052111,-1.153,385,17,45
9052112,-0.624,438,17,45
9052120,-0.51,449,17,45
9052121,-1.201,380,15,45
9052123,-0.759,424,19,45
9052124,-1.139,386,16,45
9052125,-0.701,430,12,45
9052127,-0.427,457,23,45
9052131,-0.69,431,25,45
9052132,0.366,537,29,45
9052134,-0.72,428,21,45
9052135,0.354,535,28,45
9052142,3.039,804,36,45
9052144,-0.557,444,22,45
9052149,0.371,537,31,45
9052150,0.914,591,36,45
9052153,-1.336,366,16,45
9052157,-0.406,459,25,45
9052161,-0.608,439,19,45
9052162,-0.173,483,18,45
9052163,-0.426,457,20,45
9052164,-0.458,454,25,45
9052168,-0.85,415,16,45
9052176,0.208,521,24,45
9052191,-0.36,464,20,45
9052193,1.022,602,34,45
9052194,0.205,520,32,45
9052198,0.159,516,18,45
9052199,0.291,529,33,45
9052201,-0.974,403,15,45
9052203,-0.477,452,21,45
9052204,-0.989,401,12,45
9052205,-0.47,453,17,45
9052208,-0.733,427,23,45
9052211,-1.049,395,13,45
9052212,-1.443,356,13,45
9052218,-4.0,100,2,45
9052219,-0.744,426,19,45
9052220,-0.629,437,17,45
9052241,-0.851,415,19,45
9052242,-0.949,405,14,45
9052243,-0.886,411,14,45
9052245,-0.276,472,15,45
9052246,-1.307,369,11,45
9052247,-0.806,419,18,45
9052248,-0.449,455,24,45
9052249,-0.991,401,13,45
9052447,-0.816,418,20,45
9052513,-1.165,384,15,45
9052519,-0.431,457,23,45
9052523,-1.16,384,12,45
9052527,-0.78,422,18,45
9052610,-0.16,484,23,45
9052734,-0.351,465,19,45
9052805,-0.664,434,25,45
9052883,-1.468,353,13,45
9052923,-0.633,437,24,45
9052933,0.53,553,33,45
9053181,-0.955,405,18,45
9053399,-0.658,434,18,45
9053454,-0.644,436,16,45
9053735,-0.356,464,21,45
9053925,-0.308,469,21,45
9108199,-0.427,457,21,45
9108531,-0.838,416,15,45
9110301,-1.549,345,12,45
9150269,-0.332,467,22,45
9163092,-2.22,278,9,45
9163252,-0.964,404,13,45
9163254,-0.441,456,21,45
9163647,-1.35,365,12,45
9163649,-4.0,100,3,45
9163651,-0.655,435,16,45
9163812,-1.265,374,13,45
9163862,-1.594,341,12,45
9163864,-4.0,100,0,45
9163865,-0.447,455,22,45
9163868,0.24,524,26,45
9163870,-0.754,425,18,45
9163871,-1.285,372,13,45
9163874,-2.05,295,10,45
9163876,-0.911,409,16,45
9163877,-1.01,399,13,45
9163880,0.528,553,33,45
9163882,0.139,514,19,45
9163883,-0.921,408,14,45
9163888,-1.427,357,12,45
9163889,-1.562,344,13,45
9163890,-1.322,368,10,45
9163891,-1.243,376,12,45
9163892,0.238,524,24,45
9163893,0.196,520,23,45
9163896,-1.026,397,17,45
9163897,-1.055,395,13,45
9163902,-0.978,402,15,45
9163903,2.599,760,38,45
9163904,-0.765,424,15,45
9163905,0.347,535,33,45
9163907,0.258,526,31,45
9163908,-0.879,412,16,45
9163909,-0.597,440,22,45
9163912,-0.845,415,12,45
9163913,0.408,541,27,45
9163915,-0.984,402,18,45
9163917,-0.94,406,22,45
9163921,-0.498,450,25,45
9163923,-0.064,494,23,45
9163926,-1.122,388,13,45
9163927,-4.0,100,1,45
9163929,-0.522,448,16,45
9163932,2.575,757,36,45
9163935,-0.401,460,19,45
9163936,-1.052,395,14,45
9163939,0.335,534,29,45
9163941,-0.925,407,14,45
9163944,-0.921,408,20,45
9163950,-0.135,486,28,45
9163953,0.667,567,36,45
9163961,0.134,513,20,45
9163963,-1.456,354,10,45
9164722,-1.041,396,16,45
9164887,-4.0,100,0,45
9164893,0.293,529,32,45
9164894,-1.318,368,11,45
9164896,-4.0,100,0,45
9164898,-1.104,390,14,45
9164900,0.488,549,34,45
9164904,-1.074,393,12,45
9164906,-1.562,344,14,45
9164908,0.533,553,33,45
9188677,-1.336,366,10,45
9191370,-0.879,412,13,45
9215313,-0.998,400,13,45
9223413,0.3,530,28,45
9223594,-0.378,462,12,45
9223595,-1.007,399,14,45
9223720,-0.533,447,16,45
9223721,-1.738,326,11,45
9223999,-2.024,298,9,45
9224191,0.686,569,31,45
9225716,0.393,539,32,45
9225950,0.319,532,25,45
9225961,0.91,591,35,45
9226137,1.167,617,36,45
9226139,1.167,617,36,45
9226280,-0.527,447,17,45
9226286,-1.204,380,14,45
9226387,-0.702,430,23,45
9226388,-0.877,412,16,45
9226391,-1.118,388,13,45
9226904,-1.438,356,14,45
9226911,-1.17,383,12,45
9226934,-1.089,391,15,45
9227021,0.014,501,16,45
9429409,0.081,508,24,45
9442875,-1.704,330,10,45
9443099,-1.547,345,9,45
9443226,-0.216,478,21,45
9443237,-0.305,469,21,45
9443250,0.41,541,30,45
9443275,-0.967,403,15,45
9443304,3.323,832,39,45
9475311,-1.076,392,16,45
9504445,-4.0,100,0,45
9544792,-1.022,398,15,45
9545494,-1.421,358,9,45
9545578,2.42,742,38,45
9546023,0.677,568,37,45
9546792,-2.256,274,12,45
9546811,-1.0,400,15,45
9546814,-4.0,100,0,45
9546828,-1.321,368,10,45
9546859,-1.339,366,13,45
9546865,0.416,542,34,45
9546866,0.653,565,32,45
9546870,-0.928,407,16,45
9546873,-0.609,439,17,45
9546885,-1.558,344,12,45
9547060,-1.314,369,15,45
9547066,-0.809,419,15,45
9547226,-0.419,458,17,45
9547233,0.324,532,25,45
9547375,-1.288,371,11,45
9547385,-1.283,372,12,45
9547652,-1.333,367,12,45
9547662,-1.534,347,11,45
9547930,-1.09,391,16,45
9547973,0.537,554,34,45
9548004,-1.565,343,12,45
9548082,-1.062,394,15,45
9548202,-0.719,428,24,45
9579032,-1.076,392,12,45
9579355,-1.068,393,15,45
9598822,0.473,547,34,45
9608044,-0.268,473,27,45
9614501,-1.455,354,11,45
9614784,-1.064,394,15,45
9614942,-2.816,218,6,45
9614991,-0.435,456,22,45
9616094,4.0,900,41,45
9616095,4.0,900,42,45
9616098,4.0,900,42,45
9616099,4.0,900,41,45
9616100,-0.27,473,24,45
9616101,-0.367,463,29,45
9616102,4.0,900,42,45
9616105,0.143,514,31,45
9616107,4.0,900,42,45
9616117,4.0,900,42,45
9616119,4.0,900,43,45
9616278,4.0,900,42,45
9646101,-1.551,345,10,45
9659941,-1.705,330,10,45
9665001,4.0,900,42,45
9671714,-1.19,381,12,45
9686741,-1.566,343,10,45
9687715,3.096,810,40,45
9747270,-3.017,198,9,45
